
PlayerID=14294;Elo=1025.4192952052213
PlayerID=13578;Elo=730.3596070547321
PlayerID=11238;Elo=714.3768869833624
PlayerID=13229;Elo=745.5950215272973
PlayerID=12710;Elo=734.684370430701
PlayerID=8508;Elo=722.8026204818157

PlayerID=12088;Elo=1149.7537728762693
PlayerID=13186;Elo=911.429375650722
PlayerID=13230;Elo=857.8321542980248
PlayerID=13249;Elo=1151.1388754402203
PlayerID=12713;Elo=1149.7287069643432
PlayerID=1331;Elo=1055.5896315469383
PlayerID=13278;Elo=891.7336200547958
PlayerID=11230;Elo=1235.607712982229
PlayerID=7935;Elo=1165.4230741865183
PlayerID=9845;Elo=1007.1586947531466

PlayerID=11759;Elo=945.9404521264406
PlayerID=10512;Elo=945.9404521264406
PlayerID=15258;Elo=945.9404521264406
PlayerID=18589;Elo=945.9404521264406
PlayerID=18588;Elo=945.9404521264406
PlayerID=11505;Elo=1072.8431769362537
PlayerID=14639;Elo=1069.958299810196
PlayerID=13488;Elo=1070.0941825833322
PlayerID=10019;Elo=1123.4710757846162
PlayerID=10822;Elo=1125.0054970463384

PlayerID=921;Elo=553.890620097328
PlayerID=11617;Elo=1133.1191695763173
PlayerID=7861;Elo=1123.5497765551543
PlayerID=7862;Elo=727.4173711577756
PlayerID=10626;Elo=727.6602431513573

PlayerID=11500;Elo=779.9362520367702
PlayerID=147;Elo=1050.408279707012
PlayerID=11499;Elo=839.4221924950908
PlayerID=2157;Elo=726.7759125716357
PlayerID=15221;Elo=781.0126182477256
PlayerID=18546;Elo=968.2291469116846
PlayerID=17869;Elo=985.0506539736447
PlayerID=18547;Elo=968.2291469116846
PlayerID=18548;Elo=968.2291469116846
PlayerID=17870;Elo=985.0506539736447

PlayerID=8568;Elo=1067.9208843392535
PlayerID=8565;Elo=1046.0159506571365
PlayerID=9482;Elo=879.952611526639
PlayerID=7382;Elo=879.8635458910146
PlayerID=8566;Elo=1007.9035279986035
PlayerID=15090;Elo=1075.06736411777
PlayerID=15097;Elo=1190.4615601306464
PlayerID=13177;Elo=1263.7216305338145
PlayerID=14489;Elo=1075.4642287869349
PlayerID=13250;Elo=1190.6678908681636

PlayerID=10038;Elo=1028.9451381106558
PlayerID=752;Elo=780.1853322869034
PlayerID=13510;Elo=909.5306552459872
PlayerID=10698;Elo=882.4903007419014
PlayerID=14217;Elo=921.6443933131335
PlayerID=14932;Elo=1136.2666691299853
PlayerID=7499;Elo=1115.4537536341024
PlayerID=7266;Elo=1139.9120910419742
PlayerID=11701;Elo=1137.6655492356438
PlayerID=751;Elo=1073.327850536894

PlayerID=16816;Elo=1226.5234750511866
PlayerID=14394;Elo=1187.1653183800317
PlayerID=16817;Elo=1279.8827236391753
PlayerID=10827;Elo=1226.520375103684
PlayerID=16695;Elo=1187.3266542891672
PlayerID=11213;Elo=782.5255073085175
PlayerID=11552;Elo=697.7913754624894
PlayerID=10810;Elo=697.7913754624894
PlayerID=12821;Elo=750.0050970705691
PlayerID=17807;Elo=823.580824485526

PlayerID=12126;Elo=1213.2818232703123
PlayerID=10697;Elo=1213.2818314339902
PlayerID=7834;Elo=1213.2818296605121
PlayerID=2799;Elo=1213.009766882663
PlayerID=11343;Elo=1213.0097676841986
PlayerID=1045;Elo=1114.895629898494
PlayerID=136;Elo=985.0264080891444
PlayerID=13148;Elo=999.5587161214993
PlayerID=7218;Elo=1052.9279120313224
PlayerID=9960;Elo=1194.5323609933207

PlayerID=18458;Elo=800.5645289671448
PlayerID=11652;Elo=543.8564442947059
PlayerID=12290;Elo=543.8564442947059
PlayerID=18464;Elo=543.8564442947059
PlayerID=18463;Elo=543.8564442947059
PlayerID=8212;Elo=916.2868185158306
PlayerID=7508;Elo=947.8572736743184
PlayerID=8000;Elo=927.8915002703212
PlayerID=17566;Elo=912.9631754209539
PlayerID=14929;Elo=912.9641202866429

PlayerID=10330;Elo=1343.2142417673153
PlayerID=8871;Elo=921.8612344529624
PlayerID=9896;Elo=1343.2173270490948
PlayerID=14148;Elo=1343.2860183298747
PlayerID=7415;Elo=1343.0720562115766
PlayerID=11250;Elo=960.46825896232
PlayerID=9349;Elo=961.678512750546
PlayerID=11515;Elo=957.0540804856447
PlayerID=13915;Elo=961.5747810113052
PlayerID=9350;Elo=1033.8811262787806

PlayerID=13670;Elo=1323.115803329826
PlayerID=10463;Elo=1245.9319846629867
PlayerID=925;Elo=1032.5302073402354
PlayerID=44;Elo=1025.6626691503566
PlayerID=14218;Elo=959.7248215471269
PlayerID=8994;Elo=1322.0412159679256
PlayerID=7390;Elo=1305.2415715692464
PlayerID=9766;Elo=1338.534750974783
PlayerID=15096;Elo=966.0032293499004
PlayerID=9255;Elo=1262.530258948481

PlayerID=973;Elo=1147.658694176754
PlayerID=8327;Elo=1147.6587590164586
PlayerID=11891;Elo=1146.4188476809159
PlayerID=8570;Elo=1146.4186690875401
PlayerID=14221;Elo=1146.4196686829748
PlayerID=9317;Elo=956.217484032962
PlayerID=10992;Elo=954.3298026631376
PlayerID=10994;Elo=1062.914561100616
PlayerID=1889;Elo=774.7268970830976
PlayerID=10993;Elo=954.1573159519102

PlayerID=9271;Elo=1379.9977289138558
PlayerID=13396;Elo=1379.6827037298965
PlayerID=15718;Elo=1056.3363066063107
PlayerID=15180;Elo=1375.2280180927194
PlayerID=8576;Elo=1379.8342686098913
PlayerID=1278;Elo=967.0542641241999
PlayerID=10981;Elo=909.8148942381235
PlayerID=8800;Elo=909.8293338445849
PlayerID=15370;Elo=909.8435708443726
PlayerID=10980;Elo=891.6013516216971

PlayerID=8256;Elo=978.4848999018197
PlayerID=14670;Elo=977.8176092080834
PlayerID=1572;Elo=842.0369267428275
PlayerID=8543;Elo=978.0208458008717
PlayerID=823;Elo=1038.6715206990355
PlayerID=8726;Elo=1197.4840243524093
PlayerID=11654;Elo=1217.8002824932366
PlayerID=12733;Elo=1229.2229825871225
PlayerID=13157;Elo=1197.4848165411547
PlayerID=12732;Elo=1229.2235204221095

PlayerID=735;Elo=1034.9486171759831
PlayerID=11278;Elo=1149.4567524681015
PlayerID=5386;Elo=975.8377017622721
PlayerID=2553;Elo=905.4209180433503
PlayerID=9574;Elo=974.9019716458247
PlayerID=2304;Elo=1300.579782502299
PlayerID=11936;Elo=1300.2354219337258
PlayerID=1064;Elo=1086.0448907216823
PlayerID=7523;Elo=1086.1691822774478
PlayerID=3517;Elo=1086.0449118688682

PlayerID=13042;Elo=1126.3250697729902
PlayerID=9545;Elo=1114.1751746218395
PlayerID=10569;Elo=1277.6155419128697
PlayerID=798;Elo=1127.0121700607738
PlayerID=8372;Elo=1300.507347710341

PlayerID=39;Elo=1279.101960664931
PlayerID=11283;Elo=1335.5285910371697
PlayerID=12030;Elo=1335.52176306643
PlayerID=9618;Elo=1338.0608529771491
PlayerID=4216;Elo=1338.0609571515802

PlayerID=9656;Elo=1029.3016091186498
PlayerID=8569;Elo=1292.9684783986459
PlayerID=13138;Elo=1032.4269083756017
PlayerID=8138;Elo=1032.323822014253
PlayerID=15120;Elo=1121.7573313057853

PlayerID=9277;Elo=1245.7953307206415
PlayerID=9279;Elo=1245.792700472657
PlayerID=10784;Elo=1023.5867990235315
PlayerID=9811;Elo=1245.795264179404
PlayerID=12572;Elo=1245.71011952493

PlayerID=10404;Elo=914.8473940968984

PlayerID=12016;Elo=1031.4237306501313
PlayerID=13155;Elo=1065.973733496252
PlayerID=3459;Elo=984.5569481267912
PlayerID=12027;Elo=1046.5739665903445
PlayerID=13982;Elo=1040.246929666473

PlayerID=9118;Elo=942.4358766406768
PlayerID=12573;Elo=854.915877235178
PlayerID=12590;Elo=942.9262515921048
PlayerID=12889;Elo=943.5002841865951
PlayerID=9097;Elo=943.4436000949921
PlayerID=17390;Elo=1009.6353511870315
PlayerID=11494;Elo=1009.5781826773558
PlayerID=11806;Elo=1090.6603782645234
PlayerID=17307;Elo=1090.8524977895945
PlayerID=13000;Elo=1030.3189810880472

PlayerID=16314;Elo=1474.0771273187115
PlayerID=13989;Elo=1489.1413307440764
PlayerID=11746;Elo=1489.1847406577501
PlayerID=11748;Elo=1474.0749059628445
PlayerID=16769;Elo=1489.1535801900827
PlayerID=18140;Elo=1074.3642189472964
PlayerID=15698;Elo=907.3497492295704
PlayerID=1768;Elo=857.752480477385
PlayerID=13288;Elo=961.7266970488555
PlayerID=16646;Elo=935.6281230579848

PlayerID=9884;Elo=1168.1089451853293
PlayerID=12091;Elo=1215.5833577277117
PlayerID=3886;Elo=1167.9532610626889
PlayerID=9259;Elo=1205.880680118111
PlayerID=11737;Elo=716.6514501412593
PlayerID=17096;Elo=1026.811216091802
PlayerID=11441;Elo=1026.664631013022
PlayerID=14022;Elo=1016.0126706043242
PlayerID=11445;Elo=1020.320123385998
PlayerID=11444;Elo=1063.9631586425814

PlayerID=15688;Elo=887.8983829483045
PlayerID=15915;Elo=912.8590371041952
PlayerID=922;Elo=1016.6683855486297
PlayerID=12375;Elo=963.9544122392099
PlayerID=15687;Elo=954.827163801091
PlayerID=18550;Elo=1066.8799468156883
PlayerID=17866;Elo=1066.8799468156883
PlayerID=18187;Elo=1026.981002449555
PlayerID=18549;Elo=1066.8799468156883
PlayerID=17863;Elo=1066.8799468156883

PlayerID=12845;Elo=704.7544688088365
PlayerID=10508;Elo=731.2844076405808
PlayerID=15914;Elo=704.7967297362533
PlayerID=11339;Elo=902.1723323060293
PlayerID=9223;Elo=1005.5917532416089
PlayerID=18323;Elo=945.3758058036918
PlayerID=18325;Elo=1082.497226453489
PlayerID=18322;Elo=945.3758058036918
PlayerID=18324;Elo=1072.7508655041306
PlayerID=18587;Elo=890.4692961377315

PlayerID=10790;Elo=847.6122625150132
PlayerID=16814;Elo=849.5765430150118
PlayerID=10581;Elo=821.4539831121693
PlayerID=17832;Elo=841.0353586673441
PlayerID=5745;Elo=830.255714169732
PlayerID=12554;Elo=792.6268778573406
PlayerID=12556;Elo=968.5570138816116
PlayerID=10839;Elo=910.6151820247229
PlayerID=11551;Elo=968.5570138816116
PlayerID=15796;Elo=901.427804292686

PlayerID=9011;Elo=1191.670024259696
PlayerID=12317;Elo=1201.1692316857286
PlayerID=18585;Elo=1191.179400255294
PlayerID=2717;Elo=1051.3875333695808
PlayerID=8571;Elo=1191.179400255294
PlayerID=8917;Elo=1194.0232975628942
PlayerID=13466;Elo=1194.030354954169
PlayerID=10762;Elo=1200.2590768545679
PlayerID=13992;Elo=1195.8730224084934
PlayerID=10761;Elo=1143.6690666984841

PlayerID=12731;Elo=934.7324404068729
PlayerID=8124;Elo=744.7524357103027
PlayerID=8125;Elo=957.2997499526384
PlayerID=9083;Elo=827.9363159378055
PlayerID=9081;Elo=910.4728741739833

PlayerID=3329;Elo=918.7268943686997
PlayerID=8555;Elo=1002.7970481144196

PlayerID=13776;Elo=1208.5171642303887
PlayerID=13239;Elo=1208.5155478415866
PlayerID=12161;Elo=1121.4878055209504
PlayerID=10052;Elo=1207.2683810728636
PlayerID=11942;Elo=1208.5153494260323

PlayerID=18349;Elo=1260.2072312814096

PlayerID=18018;Elo=1009.1458413124128
PlayerID=18351;Elo=926.51165019169
PlayerID=18355;Elo=915.491527973574
PlayerID=18352;Elo=915.491527973574
PlayerID=18032;Elo=925.8332229468672
PlayerID=874;Elo=1035.8134831049267
PlayerID=11139;Elo=1139.4977008421092
PlayerID=13054;Elo=1140.2160443556277
PlayerID=11140;Elo=1173.4662660777192
PlayerID=11162;Elo=1173.6241799797344

PlayerID=9112;Elo=1074.388554243396
PlayerID=9144;Elo=1065.9101686034953
PlayerID=174;Elo=1206.2767155637273
PlayerID=8758;Elo=1041.77713677703
PlayerID=14505;Elo=1040.2405821883626
PlayerID=9676;Elo=1047.553970438857
PlayerID=14954;Elo=985.5210538298878
PlayerID=9636;Elo=963.7673827458824
PlayerID=12999;Elo=984.8878800030553
PlayerID=11801;Elo=963.1017675610092

PlayerID=11231;Elo=995.5021030372577
PlayerID=12271;Elo=1216.6252370890486
PlayerID=9043;Elo=1118.883241346227
PlayerID=9661;Elo=906.319174246611
PlayerID=17471;Elo=826.1944044588596
PlayerID=15391;Elo=858.9332217567079
PlayerID=13585;Elo=917.075546250457
PlayerID=13243;Elo=884.8839543178389
PlayerID=11947;Elo=854.777110250498

PlayerID=17470;Elo=866.4932640973651
PlayerID=17510;Elo=1192.853267072633
PlayerID=17472;Elo=1239.1193000396745
PlayerID=15236;Elo=1192.853267072633
PlayerID=11948;Elo=927.6277006976759

PlayerID=9196;Elo=1183.1810134206657
PlayerID=9213;Elo=1171.1195723887993
PlayerID=10312;Elo=877.6170549998135
PlayerID=13040;Elo=877.6170549998135
PlayerID=7865;Elo=1197.3854807967484
PlayerID=10351;Elo=1120.589721630213
PlayerID=10347;Elo=1105.8160887987774

PlayerID=12336;Elo=1207.1957093328715
PlayerID=12339;Elo=733.0719957720644
PlayerID=14557;Elo=729.3412660684297
PlayerID=11532;Elo=737.0755955134787
PlayerID=14501;Elo=753.3114159609838

PlayerID=11890;Elo=1239.0790043684135
PlayerID=17117;Elo=1181.803672145001
PlayerID=14248;Elo=1181.803672145001
PlayerID=14969;Elo=1105.7777604959967
PlayerID=16619;Elo=1288.5230788471
PlayerID=16618;Elo=920.4984807240475
PlayerID=16409;Elo=889.1007038565203
PlayerID=18576;Elo=1010.3831537053521
PlayerID=11251;Elo=920.4984807240475
PlayerID=16408;Elo=827.3848230385636

PlayerID=18584;Elo=910.3053969643528
PlayerID=18583;Elo=910.3053969643528
PlayerID=15894;Elo=910.3053969643528
PlayerID=18582;Elo=867.7398584620221
PlayerID=12343;Elo=910.3053969643528

PlayerID=2486;Elo=1148.3439386415125
PlayerID=18581;Elo=1141.182800844739
PlayerID=15598;Elo=1129.3998634221027
PlayerID=4474;Elo=1223.5875597557979
PlayerID=5102;Elo=1138.4271463441182

PlayerID=18575;Elo=883.9189127637812
PlayerID=13572;Elo=1120.5885561691225
PlayerID=13573;Elo=883.9189127637812
PlayerID=12417;Elo=883.9189127637812
PlayerID=18398;Elo=786.8314064410345

PlayerID=971;Elo=904.5803550511249
PlayerID=14087;Elo=904.132351144939
PlayerID=9325;Elo=898.0856510692622
PlayerID=15563;Elo=904.3232791813746
PlayerID=7537;Elo=904.7567216881278

PlayerID=18577;Elo=923.4388286894203
PlayerID=18579;Elo=923.4388286894203
PlayerID=18578;Elo=923.4388286894203
PlayerID=14207;Elo=923.4388286894203
PlayerID=18580;Elo=923.4388286894203

PlayerID=7870;Elo=1167.3556214962223
PlayerID=13018;Elo=1002.448757224418
PlayerID=12523;Elo=938.9251062132212
PlayerID=11271;Elo=1098.8587354830486
PlayerID=8983;Elo=695.7671996238281
PlayerID=1146;Elo=945.7813681310886
PlayerID=14558;Elo=1049.1465418225623
PlayerID=15500;Elo=930.7858974377282
PlayerID=13321;Elo=1003.8057724924494
PlayerID=14403;Elo=1026.0897051737818

PlayerID=11840;Elo=859.1466465559288
PlayerID=77;Elo=1122.4898838098482
PlayerID=7403;Elo=859.1473373219653
PlayerID=8459;Elo=855.8661908605455
PlayerID=16612;Elo=855.8663658553562

PlayerID=1821;Elo=901.8137877650511
PlayerID=14527;Elo=1006.0570265560543
PlayerID=14256;Elo=975.6745011407753
PlayerID=14529;Elo=896.3896635086137
PlayerID=17656;Elo=975.6745011407753

PlayerID=13241;Elo=1113.2607044335348
PlayerID=15279;Elo=1123.0182212833236
PlayerID=15280;Elo=1122.65427427688
PlayerID=15283;Elo=1126.0154913726958
PlayerID=15266;Elo=1126.7292756978638
PlayerID=9587;Elo=1201.4356217663387
PlayerID=11430;Elo=1201.488121460434
PlayerID=12188;Elo=1201.5220551793245
PlayerID=9585;Elo=1200.2411964371001
PlayerID=13242;Elo=1201.4356217663387

PlayerID=15800;Elo=928.4785556838336
PlayerID=17121;Elo=911.1067252884723
PlayerID=18545;Elo=1026.9254550488113
PlayerID=17232;Elo=893.4688050282654
PlayerID=16564;Elo=870.7011019944201
PlayerID=15466;Elo=894.497504884105
PlayerID=14689;Elo=1088.2978227833823
PlayerID=17027;Elo=841.186595123771
PlayerID=14886;Elo=894.497504884105
PlayerID=14949;Elo=894.497504884105

PlayerID=18271;Elo=907.1364263612109
PlayerID=18559;Elo=943.3079564164004
PlayerID=13320;Elo=801.4308887405728
PlayerID=8984;Elo=801.4308887405728
PlayerID=1225;Elo=1507.0054388270003

PlayerID=12074;Elo=873.8908206895877

PlayerID=18574;Elo=905.6555055094423
PlayerID=18573;Elo=905.6555055094423
PlayerID=18572;Elo=905.6555055094423
PlayerID=9202;Elo=905.6555055094423
PlayerID=15884;Elo=905.6555055094423

PlayerID=17655;Elo=891.6329773650102
PlayerID=18569;Elo=891.6329773650102
PlayerID=18571;Elo=891.6329773650102
PlayerID=18570;Elo=891.6329773650102
PlayerID=18258;Elo=998.55285003482

PlayerID=18565;Elo=878.733682321506
PlayerID=18567;Elo=878.733682321506
PlayerID=18564;Elo=878.733682321506
PlayerID=18566;Elo=878.733682321506
PlayerID=18563;Elo=878.733682321506
PlayerID=18568;Elo=857.5754185239682

PlayerID=18268;Elo=955.867582422645
PlayerID=18560;Elo=993.3660640681354
PlayerID=18270;Elo=955.867582422645
PlayerID=18266;Elo=924.6125355134348
PlayerID=18269;Elo=955.867582422645

PlayerID=7932;Elo=719.2917809988901
PlayerID=884;Elo=1190.4014505924756
PlayerID=11915;Elo=827.1063749957756
PlayerID=11258;Elo=888.1258002749903
PlayerID=8422;Elo=767.2904919617968

PlayerID=18562;Elo=1173.9722912038217
PlayerID=15387;Elo=1173.9722912038217
PlayerID=18561;Elo=1173.9722912038217
PlayerID=9409;Elo=1173.9722912038217
PlayerID=9407;Elo=1173.9722912038217

PlayerID=9008;Elo=1207.4493069332016
PlayerID=10590;Elo=1198.3484744772818
PlayerID=14205;Elo=1203.906271381457
PlayerID=13779;Elo=1207.4493069332016
PlayerID=7943;Elo=1207.4493069332016

PlayerID=12269;Elo=1168.5391920055372
PlayerID=13980;Elo=1168.6422090692827
PlayerID=3410;Elo=1162.9244922443145
PlayerID=13976;Elo=1168.3935834660945
PlayerID=11926;Elo=1162.9529073860626

PlayerID=2161;Elo=1112.9167420593208
PlayerID=14737;Elo=1018.256486338861
PlayerID=12092;Elo=947.6006926732459
PlayerID=9221;Elo=1046.9349501044994
PlayerID=12094;Elo=1113.4399229710334
PlayerID=11337;Elo=1055.387221764983
PlayerID=11329;Elo=1055.383332661021
PlayerID=11747;Elo=1055.4013485397836
PlayerID=11154;Elo=1055.5359793037844
PlayerID=169;Elo=1055.3929311861973

PlayerID=14365;Elo=1120.9500152787668
PlayerID=5021;Elo=1031.5229150903492
PlayerID=12089;Elo=1221.138471385888
PlayerID=10892;Elo=1213.1716651955417
PlayerID=9875;Elo=1220.6763646593188
PlayerID=11586;Elo=1027.3338983056585
PlayerID=11064;Elo=947.8411872086346
PlayerID=15007;Elo=1213.4888686363895

PlayerID=18552;Elo=993.3463373611999
PlayerID=18554;Elo=993.3463373611999
PlayerID=18553;Elo=993.3463373611999
PlayerID=18551;Elo=993.3463373611999
PlayerID=18555;Elo=993.3463373611999

PlayerID=18556;Elo=1145.8625150593482

PlayerID=14311;Elo=988.3901525201749
PlayerID=9873;Elo=927.1879181223107
PlayerID=8837;Elo=975.7544759219749
PlayerID=13044;Elo=828.6034972667778
PlayerID=12937;Elo=807.7214885595353
PlayerID=10660;Elo=1068.6072979776277
PlayerID=11303;Elo=828.6034972667778
PlayerID=11319;Elo=704.5723621891007

PlayerID=12699;Elo=986.9474524678111
PlayerID=9916;Elo=986.2579686174375
PlayerID=8321;Elo=1004.0065318603964
PlayerID=15428;Elo=1004.0482840871136
PlayerID=14684;Elo=986.9297349230424

PlayerID=13857;Elo=1106.8691289726225
PlayerID=10970;Elo=1090.0799828049048
PlayerID=15685;Elo=902.6219152463018
PlayerID=17822;Elo=1008.9523594171634
PlayerID=10115;Elo=1106.8691289726225

PlayerID=18558;Elo=945.5625727445854
PlayerID=17593;Elo=945.5625727445854
PlayerID=13406;Elo=945.5625727445854
PlayerID=18557;Elo=945.5625727445854
PlayerID=15751;Elo=945.5625727445854

PlayerID=7938;Elo=951.0942100356198
PlayerID=5794;Elo=953.7736791496367
PlayerID=7256;Elo=952.3540096195592
PlayerID=5796;Elo=984.4532874691945
PlayerID=7167;Elo=1507.0416678149386
PlayerID=284;Elo=1507.0243267244668
PlayerID=13497;Elo=1507.0074087255477
PlayerID=8374;Elo=1490.0563262054966

PlayerID=13679;Elo=1114.1478183791398

PlayerID=15425;Elo=912.9822934805542
PlayerID=16495;Elo=930.4846886625525
PlayerID=18072;Elo=928.5609189694886
PlayerID=18071;Elo=960.433008828924
PlayerID=13318;Elo=928.5609189694886

PlayerID=11264;Elo=923.1349813939044
PlayerID=9056;Elo=998.4143093758017
PlayerID=7253;Elo=953.872887234824
PlayerID=7808;Elo=961.8933770307784
PlayerID=12101;Elo=988.7116516949795

PlayerID=11163;Elo=1114.1603275131515
PlayerID=555;Elo=1075.0775595624352
PlayerID=10818;Elo=1076.9775803369726
PlayerID=10504;Elo=741.1324133475499
PlayerID=2529;Elo=1074.7910447517593

PlayerID=11630;Elo=1109.1264325189434
PlayerID=8446;Elo=1162.1615280855237
PlayerID=8447;Elo=892.2065609129493
PlayerID=8711;Elo=1109.1233173687285
PlayerID=10611;Elo=1109.1231089941496
PlayerID=16647;Elo=747.2190461488321
PlayerID=15839;Elo=948.6590232463319
PlayerID=9301;Elo=825.5664376293714
PlayerID=9342;Elo=922.8813457943772
PlayerID=13261;Elo=983.0950019779597

PlayerID=7438;Elo=934.0509789288803
PlayerID=8503;Elo=957.0589016274953
PlayerID=8347;Elo=995.4324329887559
PlayerID=13197;Elo=852.5505344889503
PlayerID=9882;Elo=934.4603784522365
PlayerID=1916;Elo=978.5338405399542
PlayerID=9664;Elo=1014.5414145132138
PlayerID=1915;Elo=973.6725181916062
PlayerID=7809;Elo=854.4954108135574
PlayerID=8752;Elo=965.341547137254

PlayerID=11739;Elo=1105.790004378253
PlayerID=7383;Elo=1232.8273429615986
PlayerID=9480;Elo=1105.8036034539668
PlayerID=10570;Elo=1233.030221630749
PlayerID=9220;Elo=995.0087064681605

PlayerID=8507;Elo=955.7850125603306
PlayerID=7810;Elo=957.1233083743795
PlayerID=7873;Elo=956.3085326729547
PlayerID=8745;Elo=956.5672996269295
PlayerID=203;Elo=955.9062746229015

PlayerID=9078;Elo=1016.6489517881085
PlayerID=2469;Elo=1201.9561038905722
PlayerID=10610;Elo=1193.4170238882778
PlayerID=8783;Elo=1198.9117729242219

PlayerID=9069;Elo=1125.4667662996992
PlayerID=8346;Elo=1130.2746056281076
PlayerID=9130;Elo=1214.807862536757
PlayerID=8137;Elo=1218.8389973998765
PlayerID=429;Elo=1120.539386656793

PlayerID=9031;Elo=1392.9293807012898
PlayerID=8095;Elo=1393.5814809897977
PlayerID=8875;Elo=1384.194797944185
PlayerID=839;Elo=866.6210333056323
PlayerID=7964;Elo=1384.1725317917103
PlayerID=8918;Elo=1339.6293877898552
PlayerID=7998;Elo=1339.715320073294
PlayerID=483;Elo=1339.7633725970481
PlayerID=7594;Elo=1339.7961422364826
PlayerID=484;Elo=1339.8049445077959

PlayerID=9895;Elo=1070.6705755319992
PlayerID=8611;Elo=1235.9282995809033
PlayerID=7148;Elo=1078.9350529130188
PlayerID=15165;Elo=1230.2935526030828
PlayerID=8151;Elo=1170.751152645579

PlayerID=12642;Elo=777.5386389267032
PlayerID=9680;Elo=778.9589619842303
PlayerID=12917;Elo=777.4831685184603
PlayerID=16323;Elo=778.0682638698512
PlayerID=885;Elo=1159.7243756488258

PlayerID=17384;Elo=1030.2277530088425
PlayerID=12640;Elo=1000.1522188242641
PlayerID=18028;Elo=1062.7023228271023
PlayerID=17386;Elo=1025.0401483904534
PlayerID=16320;Elo=1092.8679450018703

PlayerID=7807;Elo=982.4083525922921
PlayerID=14495;Elo=1186.3802405870395

PlayerID=13515;Elo=1039.111410449561
PlayerID=2221;Elo=944.4442357456685
PlayerID=18115;Elo=930.5057379941068
PlayerID=16823;Elo=937.3362145830979
PlayerID=14515;Elo=940.744942985431

PlayerID=9660;Elo=1151.115979341045

PlayerID=13254;Elo=1063.8132880499243
PlayerID=10470;Elo=1097.62191702862
PlayerID=13179;Elo=1019.6366229843072
PlayerID=8707;Elo=1100.44355336676
PlayerID=9152;Elo=1016.3462063879238

PlayerID=16645;Elo=974.3823859651654

PlayerID=8106;Elo=1188.0073249305453

PlayerID=15919;Elo=920.0761721338595
PlayerID=15295;Elo=1212.4898515491586
PlayerID=14445;Elo=1092.7703418642636
PlayerID=14390;Elo=1007.0445149042921
PlayerID=17553;Elo=1002.6422264599018

PlayerID=7996;Elo=1118.2615119807342
PlayerID=12781;Elo=1118.260571634318
PlayerID=18053;Elo=1118.2622449271198
PlayerID=9019;Elo=1118.7651257699495
PlayerID=11217;Elo=1118.2620026075947

PlayerID=8574;Elo=1138.5636522080706
PlayerID=10449;Elo=1060.247823029948
PlayerID=8716;Elo=946.77125126823
PlayerID=8528;Elo=1077.6066120411438
PlayerID=339;Elo=1060.3518786343661

PlayerID=11916;Elo=1236.2808672838598
PlayerID=695;Elo=1236.280171048328
PlayerID=7248;Elo=1236.2808037469322
PlayerID=4076;Elo=1236.2807673724285
PlayerID=9816;Elo=1236.280687231663

PlayerID=9110;Elo=998.6196059287306
PlayerID=16011;Elo=1037.9685561210304
PlayerID=12585;Elo=1037.9685561210304
PlayerID=12583;Elo=1022.7576556959676
